TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
folgendermas	O	O	O	O	O	O	_	_	NoSpaceAfter
¬	O	O	O	O	O	O	_	_	EndOfLine|NoSpaceAfter
# segment_iiif_link = _
sen	O	O	O	O	O	O	_	_	_
firir	O	O	O	O	O	O	_	_	NoSpaceAfter
:	O	O	O	O	O	O	_	_	_
Rarh	B-org	O	B-org.adm	O	O	O	Q2325988	_	_
der	I-org	O	I-org.adm	O	O	O	Q2325988	_	_
Alten	I-org	O	I-org.adm	O	O	O	Q2325988	_	NoSpaceAfter
:	O	O	O	O	O	O	_	_	_
Der	O	O	O	O	O	O	_	_	_
Umfang	O	O	O	O	O	O	_	_	_
des	O	O	O	O	O	O	_	_	_
Na	O	O	O	O	O	O	_	_	NoSpaceAfter
¬	O	O	O	O	O	O	_	_	EndOfLine|NoSpaceAfter
# segment_iiif_link = _
tionalpallastes	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Alten	O	O	O	O	O	O	_	_	NoSpaceAfter
,	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
Tuillerien	B-loc	O	B-loc.fac	O	O	O	Q234364	_	_
situirt	O	O	O	O	O	O	_	_	NoSpaceAfter
,	O	O	O	O	O	O	_	_	EndOfLine|NoSpaceAfter
# segment_iiif_link = _
enhält	O	O	O	O	O	O	_	_	_
gegen	O	O	O	O	O	O	_	_	_
Westen	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Straße	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
Platz	B-loc	O	B-loc.oro	O	O	O	Q2723969	_	_
des	I-loc	O	I-loc.oro	O	O	O	Q2723969	_	EndOfLine|NoSpaceAfter
# segment_iiif_link = _
Carrousel	I-loc	O	I-loc.oro	O	B-comp.name	O	Q2723969	_	_
bis	O	O	O	O	O	O	_	_	_
zum	O	O	O	O	O	O	_	_	_
Eintritt	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Straße	B-loc	O	B-loc.oro	O	O	O	Q3449938	_	_
Nicaise	I-loc	O	I-loc.oro	O	B-comp.name	O	Q3449938	_	NoSpaceAfter
,	O	O	O	O	O	O	_	_	EndOfLine|NoSpaceAfter
# segment_iiif_link = _
am	O	O	O	O	O	O	_	_	_
Hause	B-loc	O	B-loc.fac	O	O	O	Q3278669	_	_
Coigny	I-loc	O	I-loc.fac	O	B-comp.name	B-pers.ind	Q3278669	_	_
vorbey	O	O	O	O	O	O	_	_	_
bis	O	O	O	O	O	O	_	_	_
zur	O	O	O	O	O	O	_	_	_
Straße	B-loc	O	B-loc.oro	O	O	O	NIL	_	_
des	I-loc	O	I-loc.oro	O	O	O	NIL	_	_
Or	I-loc	O	I-loc.oro	O	B-comp.name	O	NIL	_	NoSpaceAfter
¬	I-loc	O	I-loc.oro	O	I-comp.name	O	NIL	_	EndOfLine|NoSpaceAfter
# segment_iiif_link = _
ties	I-loc	O	I-loc.oro	O	I-comp.name	O	NIL	_	NoSpaceAfter
,	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Passage	B-loc	O	B-loc.oro	O	O	O	Q2873923	_	_
de	I-loc	O	I-loc.oro	O	O	O	Q2873923	_	_
Marigny	I-loc	O	I-loc.oro	O	B-comp.name	B-pers.ind	Q2873923	_	_
mit	O	O	O	O	O	O	_	_	_
einbegriffen	O	O	O	O	O	O	_	_	NoSpaceAfter
:	O	O	O	O	O	O	_	_	_
ge	O	O	O	O	O	O	_	_	NoSpaceAfter
¬	O	O	O	O	O	O	_	_	EndOfLine|NoSpaceAfter
# segment_iiif_link = _
gen	O	O	O	O	O	O	_	_	_
Suden	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
Theil	O	O	O	O	O	O	_	_	_
des	O	O	O	O	O	O	_	_	_
Quai	B-loc	O	B-loc.oro	O	O	O	Q3412735	_	_
der	I-loc	O	I-loc.oro	O	O	O	Q3412735	_	_
Gallerien	I-loc	O	I-loc.oro	O	B-comp.name	O	Q3412735	_	_
des	I-loc	O	I-loc.oro	O	I-comp.name	O	Q3412735	_	EndOfLine|NoSpaceAfter
# segment_iiif_link = _
Louvre	I-loc	O	I-loc.oro	O	I-comp.name	B-loc.fac	Q3412735	_	NoSpaceAfter
'	I-loc	O	I-loc.oro	O	I-comp.name	I-loc.fac	Q3412735	_	NoSpaceAfter
s	I-loc	O	I-loc.oro	O	I-comp.name	I-loc.fac	Q3412735	_	_
von	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Passage	B-loc	O	B-loc.oro	O	O	O	Q2873923	_	_
de	I-loc	O	I-loc.oro	O	O	O	Q2873923	_	_
Marigny	I-loc	O	I-loc.oro	O	B-comp.name	O	Q2873923	_	_
am	O	O	O	O	O	O	_	_	_
rechten	O	O	O	O	O	O	_	_	EndOfLine|NoSpaceAfter
# segment_iiif_link = _
Ufer	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Seine	B-loc	O	B-loc.phys.hydro	O	O	O	Q1471	_	_
hinab	O	O	O	O	O	O	_	_	_
bis	O	O	O	O	O	O	_	_	_
zum	O	O	O	O	O	O	_	_	_
Quai	B-loc	O	B-loc.oro	O	O	O	Q3110160	_	_
der	I-loc	O	I-loc.oro	O	O	O	Q3110160	_	_
Tuilerien	B-loc	I-loc	B-loc.fac	I-loc.oro	B-comp.name	O	NIL	Q3110160	NoSpaceAfter
,	O	O	O	O	O	O	_	_	EndOfLine|NoSpaceAfter
# segment_iiif_link = _
vom	O	O	O	O	O	O	_	_	_
rechten	O	O	O	O	O	O	_	_	_
Winkel	O	O	O	O	O	O	_	_	_
des	O	O	O	O	O	O	_	_	_
Parapets	O	O	O	O	O	O	_	_	_
bey	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
National	B-loc	O	B-loc.oro	O	O	O	Q2307685	_	NoSpaceAfter
¬	I-loc	O	I-loc.oro	O	O	O	Q2307685	_	EndOfLine|NoSpaceAfter
# segment_iiif_link = _
brucke	I-loc	O	I-loc.oro	O	O	O	Q2307685	_	_
bis	O	O	O	O	O	O	_	_	_
an	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
Eingang	O	O	O	O	O	O	_	_	_
zum	O	O	O	O	O	O	_	_	_
Platze	B-loc	O	B-loc.oro	O	O	O	Q189503	_	_
de	I-loc	O	I-loc.oro	O	O	O	Q189503	_	_
la	I-loc	O	I-loc.oro	O	O	O	Q189503	_	_
Con	I-loc	O	I-loc.oro	O	B-comp.name	O	Q189503	_	NoSpaceAfter
¬	I-loc	O	I-loc.oro	O	I-comp.name	O	Q189503	_	EndOfLine|NoSpaceAfter
# segment_iiif_link = _
eorde	I-loc	O	I-loc.oro	O	I-comp.name	O	Q189503	_	NoSpaceAfter
,	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Nationalbrücke	B-loc	O	B-loc.oro	O	O	O	Q2307685	_	_
bis	O	O	O	O	O	O	_	_	_
zum	O	O	O	O	O	O	_	_	_
Quai	B-loc	O	B-loc.oro	O	O	O	Q3090472	_	_
Voltaire	B-pers	I-loc	B-pers.ind	I-loc.oro	B-comp.name	O	NIL	Q3090472	EndOfLine|NoSpaceAfter
# segment_iiif_link = _
mit	O	O	O	O	O	O	_	_	_
einbegriffen	O	O	O	O	O	O	_	_	NoSpaceAfter
;	O	O	O	O	O	O	_	_	_
gegen	O	O	O	O	O	O	_	_	_
Osten	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
Platz	B-loc	O	B-loc.oro	O	O	O	Q189503	_	_
de	I-loc	O	I-loc.oro	O	O	O	Q189503	_	_
la	I-loc	O	I-loc.oro	O	O	O	Q189503	_	_
Con	I-loc	O	I-loc.oro	O	B-comp.name	O	Q189503	_	NoSpaceAfter
¬	I-loc	O	I-loc.oro	O	I-comp.name	O	Q189503	_	EndOfLine|NoSpaceAfter
# segment_iiif_link = _
corde	I-loc	O	I-loc.oro	O	I-comp.name	O	Q189503	_	_
in	O	O	O	O	O	O	_	_	_
Gemeinschaft	O	O	O	O	O	O	_	_	_
mit	O	O	O	O	O	O	_	_	_
dem	O	O	O	O	O	O	_	_	_
Rathe	B-org	O	B-org.adm	O	O	O	Q617290	_	_
der	I-org	O	I-org.adm	O	O	O	Q617290	_	_
500	I-org	O	I-org.adm	O	O	O	Q617290	_	NoSpaceAfter
:	O	O	O	O	O	O	_	_	_
ge	O	O	O	O	O	O	_	_	NoSpaceAfter
¬	O	O	O	O	O	O	_	_	EndOfLine|NoSpaceAfter
# segment_iiif_link = _
gen	O	O	O	O	O	O	_	_	_
Norden	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
Hof	B-loc	O	B-loc.fac	O	O	O	Q726781	_	_
der	I-loc	O	I-loc.fac	O	O	O	Q726781	_	_
Orangerie	I-loc	O	I-loc.fac	O	B-comp.name	O	Q726781	_	NoSpaceAfter
,	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Passage	B-loc	O	B-loc.oro	O	O	O	Q3451810	_	EndOfLine|NoSpaceAfter
# segment_iiif_link = _
des	I-loc	O	I-loc.oro	O	O	O	Q3451810	_	_
Feuillans	I-loc	O	I-loc.oro	O	B-comp.name	B-org.ent	Q3451810	_	NoSpaceAfter
,	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Casernen	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Grenadiers	O	O	O	O	O	O	_	_	_
des	O	O	O	O	O	O	_	_	EndOfLine|NoSpaceAfter
# segment_iiif_link = _
gesetzg	O	O	O	O	O	O	_	_	NoSpaceAfter
.	O	O	O	O	O	O	_	_	_
Corps	O	O	O	O	O	O	_	_	_
mit	O	O	O	O	O	O	_	_	_
Zubehörden	O	O	O	O	O	O	_	_	NoSpaceAfter
,	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
jetzigen	O	O	O	O	O	O	_	_	_
Saal	O	O	O	O	O	O	_	_	EndOfLine|NoSpaceAfter
# segment_iiif_link = _
der	O	O	O	O	O	O	_	_	_
500	O	O	O	O	O	O	_	_	_
nebst	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
dazu	O	O	O	O	O	O	_	_	_
gehörigen	O	O	O	O	O	O	_	_	_
Garten	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
Ge	B-loc	O	B-loc.fac	O	O	O	Q22924407	_	NoSpaceAfter
¬	I-loc	O	I-loc.fac	O	O	O	Q22924407	_	EndOfLine|NoSpaceAfter
# segment_iiif_link = _
bäuden	I-loc	O	I-loc.fac	O	O	O	Q22924407	_	_
des	I-loc	O	I-loc.fac	O	O	O	Q22924407	_	_
Feuillans	I-loc	O	I-loc.fac	O	B-comp.name	B-org.ent	Q22924407	_	_
rc	O	O	O	O	O	O	_	_	NoSpaceAfter
.	O	O	O	O	O	O	_	_	_
Rath	B-org	O	B-org.adm	O	O	O	Q617290	_	_
der	I-org	O	I-org.adm	O	O	O	Q617290	_	_
500	I-org	O	I-org.adm	O	O	O	Q617290	_	NoSpaceAfter
.	O	O	O	O	O	O	_	_	_
Der	O	O	O	O	O	O	_	_	_
Um	O	O	O	O	O	O	_	_	NoSpaceAfter
¬	O	O	O	O	O	O	_	_	EndOfLine|NoSpaceAfter
# segment_iiif_link = _
kreis	O	O	O	O	O	O	_	_	_
des	O	O	O	O	O	O	_	_	_
neuen	O	O	O	O	O	O	_	_	_
Nationalpallasies	B-loc	O	B-loc.fac	O	O	O	Q936633	_	_
der	O	O	O	O	O	O	_	_	_
500	O	O	O	O	O	O	_	_	NoSpaceAfter
,	O	O	O	O	O	O	_	_	_
dem	O	O	O	O	O	O	_	_	EndOfLine|NoSpaceAfter
# segment_iiif_link = _
Antritt	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Revolutionsbrücke	B-loc	O	B-loc.oro	O	O	O	Q644398	_	_
gegenüber	O	O	O	O	O	O	_	_	_
am	O	O	O	O	O	O	_	_	_
Sei	B-loc	O	B-loc.phys.hydro	O	O	O	Q2233532	_	NoSpaceAfter
¬	I-loc	O	I-loc.phys.hydro	O	O	O	Q2233532	_	EndOfLine|NoSpaceAfter
# segment_iiif_link = _
neufer	I-loc	O	I-loc.phys.hydro	O	O	O	Q2233532	_	_
gelegen	O	O	O	O	O	O	_	_	NoSpaceAfter
,	O	O	O	O	O	O	_	_	_
enthält	O	O	O	O	O	O	_	_	_
gegen	O	O	O	O	O	O	_	_	_
Norden	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
Quai	B-loc	O	B-loc.oro	O	O	O	Q1146988	_	EndOfLine|NoSpaceAfter
# segment_iiif_link = _
d	I-loc	O	I-loc.oro	O	O	O	Q1146988	_	NoSpaceAfter
'	I-loc	O	I-loc.oro	O	O	O	Q1146988	_	NoSpaceAfter
Orsai	I-loc	O	I-loc.oro	O	B-comp.name	O	Q1146988	_	_
bis	O	O	O	O	O	O	_	_	_
zur	O	O	O	O	O	O	_	_	_
Nationalbrücke	B-loc	O	B-loc.oro	O	O	O	Q2307685	_	NoSpaceAfter
,	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
Platz	B-loc	O	B-loc.oro	O	O	O	Q189503	_	_
dela	I-loc	O	I-loc.oro	O	O	O	Q189503	_	EndOfLine|NoSpaceAfter
# segment_iiif_link = _
Concorde	I-loc	O	I-loc.oro	O	B-comp.name	O	Q189503	_	_
bis	O	O	O	O	O	O	_	_	_
zur	O	O	O	O	O	O	_	_	_
Orangerie	B-loc	O	B-loc.fac	O	O	O	Q726781	_	NoSpaceAfter
,	O	O	O	O	O	O	_	_	_
längs	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Gebäude	B-loc	O	B-loc.fac	O	O	O	Q2059518	_	_
du	I-loc	O	I-loc.fac	O	O	O	Q2059518	_	EndOfLine|NoSpaceAfter
# segment_iiif_link = _
Gardemeuble	I-loc	O	I-loc.fac	O	B-comp.name	O	Q2059518	_	_
an	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
elyseischen	O	O	O	O	O	O	_	_	_
Feldern	O	O	O	O	O	O	_	_	_
hin	O	O	O	O	O	O	_	_	_
bis	O	O	O	O	O	O	_	_	EndOfLine|NoSpaceAfter
# segment_iiif_link = _
zum	O	O	O	O	O	O	_	_	_
Anfange	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Straße	O	O	O	O	O	O	_	_	_
nach	O	O	O	O	O	O	_	_	_
Versailles	B-loc	O	B-loc.fac	O	O	B-loc.adm.town	Q621	_	_
und	O	O	O	O	O	O	_	_	_
dem	O	O	O	O	O	O	_	_	EndOfLine|NoSpaceAfter
# segment_iiif_link = _
die	O	O	O	O	O	O	_	_	_
Esplanade	B-loc	O	B-loc.oro	O	O	O	Q3058455	_	_
der	I-loc	O	I-loc.oro	O	O	O	Q3058455	_	_
Invaliden	I-loc	O	I-loc.oro	O	B-comp.name	O	Q3058455	_	_
von	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Mauer	O	O	O	O	O	O	_	_	_
um	O	O	O	O	O	O	_	_	EndOfLine|NoSpaceAfter
# segment_iiif_link = _
den	O	O	O	O	O	O	_	_	_
Garten	O	O	O	O	O	O	_	_	_
des	O	O	O	O	O	O	_	_	_
Raths	B-org	O	B-org.adm	O	O	O	Q617290	_	_
der	I-org	O	I-org.adm	O	O	O	Q617290	_	_
500	I-org	O	I-org.adm	O	O	O	Q617290	_	_
scheidet	O	O	O	O	O	O	_	_	NoSpaceAfter
,	O	O	O	O	O	O	_	_	_
vom	O	O	O	O	O	O	_	_	EndOfLine|NoSpaceAfter
# segment_iiif_link = _
Quai	B-loc	O	B-loc.oro	O	O	O	Q1146988	_	_
d	I-loc	O	I-loc.oro	O	O	O	Q1146988	_	NoSpaceAfter
'	I-loc	O	I-loc.oro	O	O	O	Q1146988	_	NoSpaceAfter
Orsai	I-loc	O	I-loc.oro	O	B-comp.name	O	Q1146988	_	_
bis	O	O	O	O	O	O	_	_	_
zur	O	O	O	O	O	O	_	_	_
Universitätsgasse	B-loc	O	B-loc.oro	O	O	O	Q3451302	_	NoSpaceAfter
:	O	O	O	O	O	O	_	_	_
gegen	O	O	O	O	O	O	_	_	_
Sü	O	O	O	O	O	O	_	_	NoSpaceAfter
¬	O	O	O	O	O	O	_	_	EndOfLine|NoSpaceAfter
# segment_iiif_link = _
den	O	O	O	O	O	O	_	_	_
diese	O	O	O	O	O	O	_	_	_
Gasse	O	O	O	O	O	O	_	_	_
bis	O	O	O	O	O	O	_	_	_
zur	O	O	O	O	O	O	_	_	_
Straße	B-loc	O	B-loc.oro	O	O	O	Q3450692	_	_
Courty	B-pers	I-loc	B-pers.ind	I-loc.oro	B-comp.name	O	NIL	Q3450692	NoSpaceAfter
;	O	O	O	O	O	O	_	_	_
gegen	O	O	O	O	O	O	_	_	_
Osten	O	O	O	O	O	O	_	_	EndOfLine|NoSpaceAfter
# segment_iiif_link = _
die	O	O	O	O	O	O	_	_	_
Straße	B-loc	O	B-loc.oro	O	O	O	Q3450591	_	_
Bourgogne	B-pers	I-loc	B-pers.ind	I-loc.oro	B-comp.name	O	NIL	Q3450591	_
bis	O	O	O	O	O	O	_	_	_
zum	O	O	O	O	O	O	_	_	_
Quai	B-loc	O	B-loc.oro	O	O	O	Q1146988	_	_
d	I-loc	O	I-loc.oro	O	O	O	Q1146988	_	NoSpaceAfter
'	I-loc	O	I-loc.oro	O	O	O	Q1146988	_	NoSpaceAfter
Orsai	I-loc	O	I-loc.oro	O	B-comp.name	O	Q1146988	_	_
In	O	O	O	O	O	O	_	_	EndOfLine|NoSpaceAfter
# segment_iiif_link = _
diesem	O	O	O	O	O	O	_	_	_
Bezirke	O	O	O	O	O	O	_	_	_
haben	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Saalinspectoren	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Poli	O	O	O	O	O	O	_	_	NoSpaceAfter
¬	O	O	O	O	O	O	_	_	EndOfLine|NoSpaceAfter
# segment_iiif_link = _
zeyaufsicht	O	O	O	O	O	O	_	_	_
allein	O	O	O	O	O	O	_	_	NoSpaceAfter
;	O	O	O	O	O	O	_	_	_
doch	O	O	O	O	O	O	_	_	_
kann	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
allgemeine	O	O	O	O	O	O	_	_	_
Polizey	O	O	O	O	O	O	_	_	EndOfLine|NoSpaceAfter
# segment_iiif_link = _
Dee	O	O	O	O	O	O	_	_	EndOfLine

# language = de
# newspaper = NZZ
# date = 1798-02-17
# document_id = NZZ-1798-02-17-a-p0001
# segment_iiif_link = _
Frankreich	B-loc	O	B-loc.adm.nat	O	O	O	Q142	_	NoSpaceAfter
.	O	O	O	O	O	O	_	_	EndOfLine|NoSpaceAfter
# segment_iiif_link = _
Gesetzgeber	O	O	O	O	O	O	_	_	NoSpaceAfter
.	O	O	O	O	O	O	_	_	_
Den	O	O	O	O	O	O	_	_	_
17	O	O	O	O	O	O	_	_	NoSpaceAfter
.	O	O	O	O	O	O	_	_	_
Pluv	O	O	O	O	O	O	_	_	NoSpaceAfter
.	O	O	O	O	O	O	_	_	_
(	O	O	O	O	O	O	_	_	NoSpaceAfter
5	O	O	O	O	O	O	_	_	NoSpaceAfter
.	O	O	O	O	O	O	_	_	_
Febr	O	O	O	O	O	O	_	_	NoSpaceAfter
.	O	O	O	O	O	O	_	_	NoSpaceAfter
)	O	O	O	O	O	O	_	_	EndOfLine|NoSpaceAfter
# segment_iiif_link = _
erstattete	O	O	O	O	O	O	_	_	_
Guillemardet	B-pers	O	B-pers.ind	O	O	O	Q3068498	_	_
einen	O	O	O	O	O	O	_	_	_
Bericht	O	O	O	O	O	O	_	_	_
über	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
jähr	O	O	O	O	O	O	_	_	NoSpaceAfter
¬	O	O	O	O	O	O	_	_	EndOfLine|NoSpaceAfter
# segment_iiif_link = _
lichen	O	O	O	O	O	O	_	_	_
Austritt	O	O	O	O	O	O	_	_	_
eines	O	O	O	O	O	O	_	_	_
Mitgliebs	O	O	O	O	O	O	_	_	_
des	O	O	O	O	O	O	_	_	_
Directoriums	O	O	O	O	O	O	_	_	NoSpaceAfter
,	O	O	O	O	O	O	_	_	EndOfLine|NoSpaceAfter
# segment_iiif_link = _
und	O	O	O	O	O	O	_	_	_
schlug	O	O	O	O	O	O	_	_	_
vor	O	O	O	O	O	O	_	_	NoSpaceAfter
,	O	O	O	O	O	O	_	_	_
daß	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
neue	O	O	O	O	O	O	_	_	_
Director	O	O	O	O	O	O	_	_	_
jebesmal	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	EndOfLine|NoSpaceAfter
# segment_iiif_link = _
20	O	O	O	O	O	O	_	_	NoSpaceAfter
.	O	O	O	O	O	O	_	_	_
Floreal	O	O	O	O	O	O	_	_	_
ernannt	O	O	O	O	O	O	_	_	NoSpaceAfter
,	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
am	O	O	O	O	O	O	_	_	_
1	O	O	O	O	O	O	_	_	NoSpaceAfter
.	O	O	O	O	O	O	_	_	_
Prair	O	O	O	O	O	O	_	_	NoSpaceAfter
.	O	O	O	O	O	O	_	_	_
installirt	O	O	O	O	O	O	_	_	EndOfLine|NoSpaceAfter
# segment_iiif_link = _
werden	O	O	O	O	O	O	_	_	_
sollte	O	O	O	O	O	O	_	_	NoSpaceAfter
;	O	O	O	O	O	O	_	_	_
denn	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
habe	O	O	O	O	O	O	_	_	_
sich	O	O	O	O	O	O	_	_	_
gezeigt	O	O	O	O	O	O	_	_	NoSpaceAfter
,	O	O	O	O	O	O	_	_	_
daß	O	O	O	O	O	O	_	_	_
bey	O	O	O	O	O	O	_	_	EndOfLine|NoSpaceAfter
# segment_iiif_link = _
Ernennung	O	O	O	O	O	O	_	_	_
eines	O	O	O	O	O	O	_	_	_
Directors	O	O	O	O	O	O	_	_	NoSpaceAfter
,	O	O	O	O	O	O	_	_	_
so	O	O	O	O	O	O	_	_	_
wie	O	O	O	O	O	O	_	_	_
sie	O	O	O	O	O	O	_	_	_
