TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
Rarh	B-org	O	B-org.adm	O	O	O	Q2325988	_	LED0.00
der	I-org	O	I-org.adm	O	O	O	Q2325988	_	LED0.00
Alten	I-org	O	I-org.adm	O	O	O	Q2325988	_	NoSpaceAfter|LED0.00
:	O	O	O	O	O	O	_	_	_
Der	O	O	O	O	O	O	_	_	_
Umfang	O	O	O	O	O	O	_	_	_
des	O	O	O	O	O	O	_	_	_
Na	O	O	O	O	O	O	_	_	NoSpaceAfter
¬	O	O	O	O	O	O	_	_	EndOfLine
tionalpallastes	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Alten	O	O	O	O	O	O	_	_	NoSpaceAfter
,	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
Tuillerien	B-loc	O	B-loc.fac	O	O	O	Q234364	_	LED0.00
situirt	O	O	O	O	O	O	_	_	NoSpaceAfter
,	O	O	O	O	O	O	_	_	EndOfLine
enhält	O	O	O	O	O	O	_	_	_
gegen	O	O	O	O	O	O	_	_	_
Westen	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Straße	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
Platz	B-loc	O	B-loc.oro	O	O	O	Q2723969	_	LED0.00
des	I-loc	O	I-loc.oro	O	O	O	Q2723969	_	EndOfLine|LED0.00
Carrousel	I-loc	O	I-loc.oro	O	B-comp.name	O	Q2723969	_	LED0.00
bis	O	O	O	O	O	O	_	_	_
zum	O	O	O	O	O	O	_	_	_
Eintritt	O	O	O	O	O	O	_	_	_
in	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Straße	B-loc	O	B-loc.oro	O	O	O	Q3449938	_	LED0.00
Nicaise	I-loc	O	I-loc.oro	O	B-comp.name	O	Q3449938	_	NoSpaceAfter|LED0.00
,	O	O	O	O	O	O	_	_	EndOfLine
am	O	O	O	O	O	O	_	_	_
Hause	B-loc	O	B-loc.fac	O	O	O	Q3278669	_	LED0.00
Coigny	I-loc	O	I-loc.fac	O	B-comp.name	B-pers.ind	Q3278669	_	LED0.00
vorbey	O	O	O	O	O	O	_	_	_
bis	O	O	O	O	O	O	_	_	_
zur	O	O	O	O	O	O	_	_	_
Straße	B-loc	O	B-loc.oro	O	O	O	NIL	_	LED0.00
des	I-loc	O	I-loc.oro	O	O	O	NIL	_	LED0.00
Or	I-loc	O	I-loc.oro	O	B-comp.name	O	NIL	_	NoSpaceAfter|LED0.00
¬	I-loc	O	I-loc.oro	O	I-comp.name	O	NIL	_	EndOfLine|LED0.00
ties	I-loc	O	I-loc.oro	O	I-comp.name	O	NIL	_	NoSpaceAfter|LED0.00
,	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Passage	B-loc	O	B-loc.oro	O	O	O	Q2873923	_	LED0.00
de	I-loc	O	I-loc.oro	O	O	O	Q2873923	_	LED0.00
Marigny	I-loc	O	I-loc.oro	O	B-comp.name	B-pers.ind	Q2873923	_	LED0.00
mit	O	O	O	O	O	O	_	_	_
einbegriffen	O	O	O	O	O	O	_	_	NoSpaceAfter
:	O	O	O	O	O	O	_	_	_
ge	O	O	O	O	O	O	_	_	NoSpaceAfter
¬	O	O	O	O	O	O	_	_	EndOfLine
gen	O	O	O	O	O	O	_	_	_
Suden	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
Theil	O	O	O	O	O	O	_	_	_
des	O	O	O	O	O	O	_	_	_
Quai	B-loc	O	B-loc.oro	O	O	O	Q3412735	_	LED0.00
der	I-loc	O	I-loc.oro	O	O	O	Q3412735	_	LED0.00
Gallerien	I-loc	O	I-loc.oro	O	B-comp.name	O	Q3412735	_	LED0.00
des	I-loc	O	I-loc.oro	O	I-comp.name	O	Q3412735	_	EndOfLine|LED0.00
Louvre	I-loc	O	I-loc.oro	O	I-comp.name	B-loc.fac	Q3412735	_	NoSpaceAfter|LED0.00
'	I-loc	O	I-loc.oro	O	I-comp.name	I-loc.fac	Q3412735	_	NoSpaceAfter|LED0.00
s	I-loc	O	I-loc.oro	O	I-comp.name	I-loc.fac	Q3412735	_	LED0.00
von	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Passage	B-loc	O	B-loc.oro	O	O	O	Q2873923	_	LED0.00
de	I-loc	O	I-loc.oro	O	O	O	Q2873923	_	LED0.00
Marigny	I-loc	O	I-loc.oro	O	B-comp.name	O	Q2873923	_	LED0.00
am	O	O	O	O	O	O	_	_	_
rechten	O	O	O	O	O	O	_	_	EndOfLine
Ufer	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Seine	B-loc	O	B-loc.phys.hydro	O	O	O	Q1471	_	LED0.00
hinab	O	O	O	O	O	O	_	_	_
bis	O	O	O	O	O	O	_	_	_
zum	O	O	O	O	O	O	_	_	_
Quai	B-loc	O	B-loc.oro	O	O	O	Q3110160	_	LED0.00
der	I-loc	O	I-loc.oro	O	O	O	Q3110160	_	LED0.00
Tuilerien	I-loc	O	I-loc.oro	O	B-comp.name	B-loc.fac	Q3110160	_	NoSpaceAfter|LED0.00
,	O	O	O	O	O	O	_	_	EndOfLine
vom	O	O	O	O	O	O	_	_	_
rechten	O	O	O	O	O	O	_	_	_
Winkel	O	O	O	O	O	O	_	_	_
des	O	O	O	O	O	O	_	_	_
Parapets	O	O	O	O	O	O	_	_	_
bey	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
National	B-loc	O	B-loc.oro	O	O	O	Q2307685	_	NoSpaceAfter|LED0.00
¬	I-loc	O	I-loc.oro	O	O	O	Q2307685	_	EndOfLine|LED0.00
brucke	I-loc	O	I-loc.oro	O	O	O	Q2307685	_	LED0.00
bis	O	O	O	O	O	O	_	_	_
an	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
Eingang	O	O	O	O	O	O	_	_	_
zum	O	O	O	O	O	O	_	_	_
Platze	B-loc	O	B-loc.oro	O	O	O	Q189503	_	LED0.00
de	I-loc	O	I-loc.oro	O	O	O	Q189503	_	LED0.00
la	I-loc	O	I-loc.oro	O	O	O	Q189503	_	LED0.00
Con	I-loc	O	I-loc.oro	O	B-comp.name	O	Q189503	_	NoSpaceAfter|LED0.00
¬	I-loc	O	I-loc.oro	O	I-comp.name	O	Q189503	_	EndOfLine|LED0.00
eorde	I-loc	O	I-loc.oro	O	I-comp.name	O	Q189503	_	NoSpaceAfter|LED0.00
,	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Nationalbrücke	B-loc	O	B-loc.oro	O	O	O	Q2307685	_	LED0.00
bis	O	O	O	O	O	O	_	_	_
zum	O	O	O	O	O	O	_	_	_
Quai	B-loc	O	B-loc.oro	O	O	O	Q3090472	_	LED0.00
Voltaire	I-loc	O	I-loc.oro	O	B-comp.name	B-pers.ind	Q3090472	_	EndOfLine|LED0.00
mit	O	O	O	O	O	O	_	_	_
einbegriffen	O	O	O	O	O	O	_	_	NoSpaceAfter
;	O	O	O	O	O	O	_	_	_
gegen	O	O	O	O	O	O	_	_	_
Osten	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
Platz	B-loc	O	B-loc.oro	O	O	O	Q189503	_	LED0.00
de	I-loc	O	I-loc.oro	O	O	O	Q189503	_	LED0.00
la	I-loc	O	I-loc.oro	O	O	O	Q189503	_	LED0.00
Con	I-loc	O	I-loc.oro	O	B-comp.name	O	Q189503	_	NoSpaceAfter|LED0.00
¬	I-loc	O	I-loc.oro	O	I-comp.name	O	Q189503	_	EndOfLine|LED0.00
corde	I-loc	O	I-loc.oro	O	I-comp.name	O	Q189503	_	LED0.00
in	O	O	O	O	O	O	_	_	_
Gemeinschaft	O	O	O	O	O	O	_	_	_
mit	O	O	O	O	O	O	_	_	_
dem	O	O	O	O	O	O	_	_	_
Rathe	B-org	O	B-org.adm	O	O	O	Q617290	_	LED0.00
der	I-org	O	I-org.adm	O	O	O	Q617290	_	LED0.00
500	I-org	O	I-org.adm	O	O	O	Q617290	_	NoSpaceAfter|LED0.00
:	O	O	O	O	O	O	_	_	_
ge	O	O	O	O	O	O	_	_	NoSpaceAfter
¬	O	O	O	O	O	O	_	_	EndOfLine
gen	O	O	O	O	O	O	_	_	_
Norden	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
Hof	B-loc	O	B-loc.fac	O	O	O	Q726781	_	LED0.00
der	I-loc	O	I-loc.fac	O	O	O	Q726781	_	LED0.00
Orangerie	I-loc	O	I-loc.fac	O	B-comp.name	O	Q726781	_	NoSpaceAfter|LED0.00
,	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Passage	B-loc	O	B-loc.oro	O	O	O	Q3451810	_	EndOfLine|LED0.00
des	I-loc	O	I-loc.oro	O	O	O	Q3451810	_	LED0.00
Feuillans	I-loc	O	I-loc.oro	O	B-comp.name	B-org.ent	Q3451810	_	NoSpaceAfter|LED0.00
,	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Casernen	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Grenadiers	O	O	O	O	O	O	_	_	_
des	O	O	O	O	O	O	_	_	EndOfLine
gesetzg	O	O	O	O	O	O	_	_	NoSpaceAfter
.	O	O	O	O	O	O	_	_	PySBDSegment
Corps	O	O	O	O	O	O	_	_	_
mit	O	O	O	O	O	O	_	_	_
Zubehörden	O	O	O	O	O	O	_	_	NoSpaceAfter
,	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
jetzigen	O	O	O	O	O	O	_	_	_
Saal	O	O	O	O	O	O	_	_	EndOfLine
der	O	O	O	O	O	O	_	_	_
500	O	O	O	O	O	O	_	_	_
nebst	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
dazu	O	O	O	O	O	O	_	_	_
gehörigen	O	O	O	O	O	O	_	_	_
Garten	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
Ge	B-loc	O	B-loc.fac	O	O	O	Q22924407	_	NoSpaceAfter|LED0.00
¬	I-loc	O	I-loc.fac	O	O	O	Q22924407	_	EndOfLine|LED0.00
bäuden	I-loc	O	I-loc.fac	O	O	O	Q22924407	_	LED0.00
des	I-loc	O	I-loc.fac	O	O	O	Q22924407	_	LED0.00
Feuillans	I-loc	O	I-loc.fac	O	B-comp.name	B-org.ent	Q22924407	_	LED0.00
rc	O	O	O	O	O	O	_	_	NoSpaceAfter
.	O	O	O	O	O	O	_	_	PySBDSegment
Rath	B-org	O	B-org.adm	O	O	O	Q617290	_	LED0.00
der	I-org	O	I-org.adm	O	O	O	Q617290	_	LED0.00
500	I-org	O	I-org.adm	O	O	O	Q617290	_	NoSpaceAfter|LED0.00
.	O	O	O	O	O	O	_	_	PySBDSegment
Der	O	O	O	O	O	O	_	_	_
Um	O	O	O	O	O	O	_	_	NoSpaceAfter
¬	O	O	O	O	O	O	_	_	EndOfLine
kreis	O	O	O	O	O	O	_	_	_
des	O	O	O	O	O	O	_	_	_
neuen	O	O	O	O	O	O	_	_	_
Nationalpallasies	B-loc	O	B-loc.fac	O	O	O	Q936633	_	LED0.00
der	O	O	O	O	O	O	_	_	_
500	O	O	O	O	O	O	_	_	NoSpaceAfter
,	O	O	O	O	O	O	_	_	_
dem	O	O	O	O	O	O	_	_	EndOfLine
Antritt	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Revolutionsbrücke	B-loc	O	B-loc.oro	O	O	O	Q644398	_	LED0.00
gegenüber	O	O	O	O	O	O	_	_	_
am	O	O	O	O	O	O	_	_	_
Sei	B-loc	O	B-loc.phys.hydro	O	O	O	Q2233532	_	NoSpaceAfter|LED0.00
¬	I-loc	O	I-loc.phys.hydro	O	O	O	Q2233532	_	EndOfLine|LED0.00
neufer	I-loc	O	I-loc.phys.hydro	O	O	O	Q2233532	_	LED0.00
gelegen	O	O	O	O	O	O	_	_	NoSpaceAfter
,	O	O	O	O	O	O	_	_	_
enthält	O	O	O	O	O	O	_	_	_
gegen	O	O	O	O	O	O	_	_	_
Norden	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
Quai	B-loc	O	B-loc.oro	O	O	O	Q1146988	_	EndOfLine|LED0.00
d	I-loc	O	I-loc.oro	O	O	O	Q1146988	_	NoSpaceAfter|LED0.00
'	I-loc	O	I-loc.oro	O	O	O	Q1146988	_	NoSpaceAfter|LED0.00
Orsai	I-loc	O	I-loc.oro	O	B-comp.name	O	Q1146988	_	LED0.00
bis	O	O	O	O	O	O	_	_	_
zur	O	O	O	O	O	O	_	_	_
Nationalbrücke	B-loc	O	B-loc.oro	O	O	O	Q2307685	_	NoSpaceAfter|LED0.00
,	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
Platz	B-loc	O	B-loc.oro	O	O	O	Q189503	_	LED0.00
dela	I-loc	O	I-loc.oro	O	O	O	Q189503	_	EndOfLine|LED0.00
Concorde	I-loc	O	I-loc.oro	O	B-comp.name	O	Q189503	_	LED0.00
bis	O	O	O	O	O	O	_	_	_
zur	O	O	O	O	O	O	_	_	_
Orangerie	B-loc	O	B-loc.fac	O	O	O	Q726781	_	NoSpaceAfter|LED0.00
,	O	O	O	O	O	O	_	_	_
längs	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Gebäude	B-loc	O	B-loc.fac	O	O	O	Q2059518	_	LED0.00
du	I-loc	O	I-loc.fac	O	O	O	Q2059518	_	EndOfLine|LED0.00
Gardemeuble	I-loc	O	I-loc.fac	O	B-comp.name	O	Q2059518	_	LED0.00
an	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
elyseischen	O	O	O	O	O	O	_	_	_
Feldern	O	O	O	O	O	O	_	_	_
hin	O	O	O	O	O	O	_	_	_
bis	O	O	O	O	O	O	_	_	EndOfLine
zum	O	O	O	O	O	O	_	_	_
Anfange	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Straße	O	O	O	O	O	O	_	_	_
nach	O	O	O	O	O	O	_	_	_
Versailles	B-loc	O	B-loc.fac	O	O	B-loc.adm.town	Q621	_	LED0.00
und	O	O	O	O	O	O	_	_	_
dem	O	O	O	O	O	O	_	_	EndOfLine
die	O	O	O	O	O	O	_	_	_
Esplanade	B-loc	O	B-loc.oro	O	O	O	Q3058455	_	LED0.00
der	I-loc	O	I-loc.oro	O	O	O	Q3058455	_	LED0.00
Invaliden	I-loc	O	I-loc.oro	O	B-comp.name	O	Q3058455	_	LED0.00
von	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
Mauer	O	O	O	O	O	O	_	_	_
um	O	O	O	O	O	O	_	_	EndOfLine
den	O	O	O	O	O	O	_	_	_
Garten	O	O	O	O	O	O	_	_	_
des	O	O	O	O	O	O	_	_	_
Raths	B-org	O	B-org.adm	O	O	O	Q617290	_	LED0.00
der	I-org	O	I-org.adm	O	O	O	Q617290	_	LED0.00
500	I-org	O	I-org.adm	O	O	O	Q617290	_	LED0.00
scheidet	O	O	O	O	O	O	_	_	NoSpaceAfter
,	O	O	O	O	O	O	_	_	_
vom	O	O	O	O	O	O	_	_	EndOfLine
Quai	B-loc	O	B-loc.oro	O	O	O	Q1146988	_	LED0.00
d	I-loc	O	I-loc.oro	O	O	O	Q1146988	_	NoSpaceAfter|LED0.00
'	I-loc	O	I-loc.oro	O	O	O	Q1146988	_	NoSpaceAfter|LED0.00
Orsai	I-loc	O	I-loc.oro	O	B-comp.name	O	Q1146988	_	LED0.00
bis	O	O	O	O	O	O	_	_	_
zur	O	O	O	O	O	O	_	_	_
Universitätsgasse	B-loc	O	B-loc.oro	O	O	O	Q3451302	_	NoSpaceAfter|LED0.00
:	O	O	O	O	O	O	_	_	_
gegen	O	O	O	O	O	O	_	_	_
Sü	O	O	O	O	O	O	_	_	NoSpaceAfter
¬	O	O	O	O	O	O	_	_	EndOfLine
den	O	O	O	O	O	O	_	_	_
diese	O	O	O	O	O	O	_	_	_
Gasse	O	O	O	O	O	O	_	_	_
bis	O	O	O	O	O	O	_	_	_
zur	O	O	O	O	O	O	_	_	_
Straße	B-loc	O	B-loc.oro	O	O	O	Q3450692	_	LED0.00
Courty	I-loc	O	I-loc.oro	O	B-comp.name	B-pers.ind	Q3450692	_	NoSpaceAfter|LED0.00
;	O	O	O	O	O	O	_	_	_
gegen	O	O	O	O	O	O	_	_	_
Osten	O	O	O	O	O	O	_	_	EndOfLine
die	O	O	O	O	O	O	_	_	_
Straße	B-loc	O	B-loc.oro	O	O	O	Q3450591	_	LED0.00
Bourgogne	I-loc	O	I-loc.oro	O	B-comp.name	B-pers.ind	Q3450591	_	LED0.00
bis	O	O	O	O	O	O	_	_	_
zum	O	O	O	O	O	O	_	_	_
Quai	B-loc	O	B-loc.oro	O	O	O	Q1146988	_	LED0.00
d	I-loc	O	I-loc.oro	O	O	O	Q1146988	_	NoSpaceAfter|LED0.00
'	I-loc	O	I-loc.oro	O	O	O	Q1146988	_	NoSpaceAfter|LED0.00
Orsai	I-loc	O	I-loc.oro	O	B-comp.name	O	Q1146988	_	LED0.00
In	O	O	O	O	O	O	_	_	EndOfLine
diesem	O	O	O	O	O	O	_	_	_
Bezirke	O	O	O	O	O	O	_	_	_
haben	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Saalinspectoren	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Poli	O	O	O	O	O	O	_	_	NoSpaceAfter
¬	O	O	O	O	O	O	_	_	EndOfLine
zeyaufsicht	O	O	O	O	O	O	_	_	_
allein	O	O	O	O	O	O	_	_	NoSpaceAfter
;	O	O	O	O	O	O	_	_	_
doch	O	O	O	O	O	O	_	_	_
kann	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
allgemeine	O	O	O	O	O	O	_	_	_
Polizey	O	O	O	O	O	O	_	_	EndOfLine
Dee	O	O	O	O	O	O	_	_	EndOfLine|PySBDSegment

# language = de
# newspaper = NZZ
# date = 1798-02-17
# document_id = NZZ-1798-02-17-a-p0001
Frankreich	B-loc	O	B-loc.adm.nat	O	O	O	Q142	_	NoSpaceAfter|LED0.00
.	O	O	O	O	O	O	_	_	EndOfLine|PySBDSegment
Gesetzgeber	O	O	O	O	O	O	_	_	NoSpaceAfter
.	O	O	O	O	O	O	_	_	PySBDSegment
Den	O	O	O	O	O	O	_	_	_
17	O	O	O	O	O	O	_	_	NoSpaceAfter
.	O	O	O	O	O	O	_	_	_
Pluv	O	O	O	O	O	O	_	_	NoSpaceAfter
.	O	O	O	O	O	O	_	_	PySBDSegment
(	O	O	O	O	O	O	_	_	NoSpaceAfter
5	O	O	O	O	O	O	_	_	NoSpaceAfter
.	O	O	O	O	O	O	_	_	_
Febr	O	O	O	O	O	O	_	_	NoSpaceAfter
.	O	O	O	O	O	O	_	_	NoSpaceAfter
)	O	O	O	O	O	O	_	_	EndOfLine
erstattete	O	O	O	O	O	O	_	_	_
Guillemardet	B-pers	O	B-pers.ind	O	O	O	Q3068498	_	LED0.00
einen	O	O	O	O	O	O	_	_	_
Bericht	O	O	O	O	O	O	_	_	_
über	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	_
jähr	O	O	O	O	O	O	_	_	NoSpaceAfter
¬	O	O	O	O	O	O	_	_	EndOfLine
lichen	O	O	O	O	O	O	_	_	_
Austritt	O	O	O	O	O	O	_	_	_
eines	O	O	O	O	O	O	_	_	_
Mitgliebs	O	O	O	O	O	O	_	_	_
des	O	O	O	O	O	O	_	_	_
Directoriums	O	O	O	O	O	O	_	_	NoSpaceAfter
,	O	O	O	O	O	O	_	_	EndOfLine
und	O	O	O	O	O	O	_	_	_
schlug	O	O	O	O	O	O	_	_	_
vor	O	O	O	O	O	O	_	_	NoSpaceAfter
,	O	O	O	O	O	O	_	_	_
daß	O	O	O	O	O	O	_	_	_
der	O	O	O	O	O	O	_	_	_
neue	O	O	O	O	O	O	_	_	_
Director	O	O	O	O	O	O	_	_	_
jebesmal	O	O	O	O	O	O	_	_	_
den	O	O	O	O	O	O	_	_	EndOfLine|PySBDSegment
20	O	O	O	O	O	O	_	_	NoSpaceAfter
.	O	O	O	O	O	O	_	_	_
Floreal	O	O	O	O	O	O	_	_	_
ernannt	O	O	O	O	O	O	_	_	NoSpaceAfter
,	O	O	O	O	O	O	_	_	_
und	O	O	O	O	O	O	_	_	_
am	O	O	O	O	O	O	_	_	_
1	O	O	O	O	O	O	_	_	NoSpaceAfter
.	O	O	O	O	O	O	_	_	_
Prair	O	O	O	O	O	O	_	_	NoSpaceAfter
.	O	O	O	O	O	O	_	_	PySBDSegment
installirt	O	O	O	O	O	O	_	_	EndOfLine
werden	O	O	O	O	O	O	_	_	_
sollte	O	O	O	O	O	O	_	_	NoSpaceAfter
;	O	O	O	O	O	O	_	_	_
denn	O	O	O	O	O	O	_	_	_
es	O	O	O	O	O	O	_	_	_
habe	O	O	O	O	O	O	_	_	_
sich	O	O	O	O	O	O	_	_	_
gezeigt	O	O	O	O	O	O	_	_	NoSpaceAfter
,	O	O	O	O	O	O	_	_	_
daß	O	O	O	O	O	O	_	_	_
bey	O	O	O	O	O	O	_	_	EndOfLine
Ernennung	O	O	O	O	O	O	_	_	_
eines	O	O	O	O	O	O	_	_	_
Directors	O	O	O	O	O	O	_	_	NoSpaceAfter
,	O	O	O	O	O	O	_	_	_
so	O	O	O	O	O	O	_	_	_
wie	O	O	O	O	O	O	_	_	_
sie	O	O	O	O	O	O	_	_	_
erst	O	O	O	O	O	O	_	_	_
nach	O	O	O	O	O	O	_	_	_
dem	O	O	O	O	O	O	_	_	EndOfLine
Eintritt	O	O	O	O	O	O	_	_	_
des	O	O	O	O	O	O	_	_	_
neuen	O	O	O	O	O	O	_	_	_
Drittels	O	O	O	O	O	O	_	_	_
ins	O	O	O	O	O	O	_	_	_
gesetzg	O	O	O	O	O	O	_	_	NoSpaceAfter
.	O	O	O	O	O	O	_	_	PySBDSegment
Corpsstatt	O	O	O	O	O	O	_	_	EndOfLine
hatte	O	O	O	O	O	O	_	_	NoSpaceAfter
,	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
neuen	O	O	O	O	O	O	_	_	_
Deputirten	O	O	O	O	O	O	_	_	NoSpaceAfter
,	O	O	O	O	O	O	_	_	_
welche	O	O	O	O	O	O	_	_	_
weder	O	O	O	O	O	O	_	_	_
die	O	O	O	O	O	O	_	_	_
Per	O	O	O	O	O	O	_	_	NoSpaceAfter
